name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Gap angle,cos(gap angle),UAV Speed,UAV Payload,Final UAV Speed
"Birmingham, England, United Kingdom",6/4/2022,15.5,15.5,9.5,67.43,0,0,,0,0,34.40,23.70,69,1022,64.1,16.4,195,0.7,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",45,-0.591812726,28.2823672,8.081882942,7.296854091
"Birmingham, England, United Kingdom",6/4/2022,15,15,9.3,68.87,0,0,,0,0,37.00,24.00,65,1021.8,47.9,16.6,292,1.1,3,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",98,-0.5732575556,20.01423999,1.728737273,0.3621451488
"Birmingham, England, United Kingdom",6/4/2022,14.9,14.9,8.8,66.85,0,0,,0,0,36.10,24.00,56,1021.2,38.9,16.6,153,0.6,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",127,0.8048269734,24.19664101,4.266784287,50.58174951
"Birmingham, England, United Kingdom",6/4/2022,14.5,14.5,8.9,69.08,0,0,,0,0,31.80,21.70,60,1021,39.6,16.5,237,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",297,-0.3985242324,20.06225053,12.83853714,6.31340813
"Birmingham, England, United Kingdom",6/4/2022,13.4,13.4,8.8,73.3,0,0,,0,0,29.50,22.80,60,1021,29.3,15.4,109,0.4,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",194,0.9104535032,26.65036676,13.84978821,52.11926435
"Birmingham, England, United Kingdom",6/4/2022,12.1,12.1,8.2,77.46,0,0,,0,0,31.20,20.40,55,1021.2,70.3,15.4,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",246,-0.006319845573,22.19337654,8.942306665,20.68873795
"Birmingham, England, United Kingdom",6/4/2022,11.4,11.4,7.8,78.46,0,0,,0,0,40.50,17.80,58,1021.9,64.3,15.3,9,0,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",53,-0.3212171779,24.33242469,5.026948227,14.32580036
"Birmingham, England, United Kingdom",6/4/2022,11,11,8.2,83.26,0,0,,0,0,25.60,16.50,49,1021,78.4,15.1,0,,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",153,0.3523063724,26.96132181,4.851581921,34.31044461
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,8.3,84.12,0.24,100,rain,0,0,23.30,16.80,55,1020.3,92.1,14.2,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",78,-0.1546293588,24.0343406,5.139308646,19.65112996
"Birmingham, England, United Kingdom",6/5/2022,10.1,10.1,8.7,90.59,0,0,rain,0,0,25.50,15.70,47,1020.1,100,14.2,0,,0,10,Overcast,cloudy,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",1,0.7336545585,24.18569972,6.004731603,39.73100746
"Birmingham, England, United Kingdom",6/5/2022,9.9,8,8.7,92.2,0.48,100,rain,0,0,21.50,13.70,45,1019.3,100,8.8,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",1,0.7336545585,20.8104207,14.64340915,33.04149163
"Birmingham, England, United Kingdom",6/5/2022,9.9,8.7,9.2,95.71,2.89,100,rain,0,0,14.30,8.70,36,1020,100,5.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",138,-0.8412872586,27.74025247,6.038697931,16.09214522
"Birmingham, England, United Kingdom",6/5/2022,9,7.1,8.9,99.61,0.8,100,rain,0,0,38.20,12.30,7,1019,94.8,3.1,0,,0,10,"Rain, Overcast",rain,"EGBB,03418599999,EGOS,03534099999,EGNX",203,0.6469354922,21.45061227,4.877142622,35.30886763
"Birmingham, England, United Kingdom",6/5/2022,9,6.6,8.9,99.32,4.52,100,rain,0,0,21.40,16.10,26,1018.9,99.6,3.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",10,0.3735787786,22.19063378,10.39332671,28.80225812
"Birmingham, England, United Kingdom",6/5/2022,9,6.3,8.9,99.46,5.58,100,rain,0,0,26.90,18.20,29,1018,96.2,3.6,5,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",235,0.9366248274,27.98333448,5.322824461,50.76407148
"Birmingham, England, United Kingdom",6/5/2022,9,6.9,8.9,99.17,7.18,100,rain,0,0,20.50,13.60,32,1018.1,100,7.3,14,0.1,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",243,0.7873984492,27.74122674,3.880268987,42.04207846
"Birmingham, England, United Kingdom",6/5/2022,9.1,7.2,9,99.37,0.47,100,rain,0,0,16.10,11.90,38,1018.1,100,6.1,53,0.2,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",247,-0.6841456315,20.68893029,6.619300929,8.693664799
"Birmingham, England, United Kingdom",6/5/2022,9.5,7.9,9.5,99.45,0.79,100,rain,0,0,16.50,11.30,43,1018.1,100,6.8,40,0.1,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",96,-0.8608273156,24.42437598,5.855752246,9.951138693
"Birmingham, England, United Kingdom",6/5/2022,10,7.9,9.8,98.95,1.75,100,rain,0,0,20.00,14.70,35,1018,100,8,83,0.3,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",243,0.7873984492,23.08813131,0.5350163998,38.78527551
"Birmingham, England, United Kingdom",6/5/2022,10.5,10.5,10.3,98.74,0.76,100,rain,0,0,23.60,13.90,43,1017.2,96,12.8,193,0.7,2,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",219,0.9677502811,28.13720977,5.247557959,46.70262523
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.6,97.89,0,0,,0,0,21.80,11.70,44,1017.3,96.2,10.2,88,0.3,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",295,0.8839839705,26.69314849,11.56126978,40.12373617
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.6,97.74,0,0,rain,0,0,19.60,11.60,41,1017.2,100,10.4,120,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",241,-0.5544036162,27.51065706,4.801930761,17.29755463
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.26,0.02,100,rain,0,0,19.00,13.50,28,1017,100,18.6,107,0.4,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",294,0.966227387,24.49708435,2.280994506,42.07034187
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.47,0.01,100,rain,0,0,18.50,13.70,39,1016.9,100,8.2,185,0.7,2,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",246,-0.006319845573,26.84835602,0.995823999,26.55231545
"Birmingham, England, United Kingdom",6/5/2022,11,11,10.7,98.14,0,0,rain,0,0,16.50,13.30,23,1017,100,8.9,130,0.5,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",104,-0.6673179807,26.66196579,7.009136934,13.60089755
"Birmingham, England, United Kingdom",6/5/2022,11,11,10.7,98.16,0,0,rain,0,0,18.90,12.20,32,1016.9,100,6,109,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",99,0.136210986,21.82216393,14.17318697,22.10937354
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.8,98.25,0,0,rain,0,0,17.40,12.20,33,1016,96,12.5,111,0.4,1,10,Overcast,cloudy,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",350,-0.7405407069,23.48468522,10.16641321,9.417960375
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.61,0,0,,0,0,11.10,10.80,32,1016.1,92.2,10.6,26,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",135,0.9463267705,29.23442683,2.039655976,41.86188311
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.7,98.34,0.02,100,rain,0,0,10.90,6.90,27,1016.1,92.2,8.3,9,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",209,0.5952036675,22.2176799,4.953503771,27.32311617
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.7,98.42,0.05,100,rain,0,0,10.80,8.00,10,1016,96,7.5,6,0,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",224,-0.6610185216,23.08982563,5.22608474,15.09108851
"Birmingham, England, United Kingdom",6/5/2022,10.2,10.2,10,98.42,0.11,100,rain,0,0,6.10,5.90,6,1016,93.8,2.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03647099999,03535099999,03544099999",97,-0.9773570236,29.84763754,3.136633091,21.86525797
"Birmingham, England, United Kingdom",6/5/2022,10.1,10.1,9.9,99.25,0.15,100,rain,0,0,10.00,8.30,10,1015.3,92.2,4.6,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",261,0.976456839,27.25248904,3.6053129,37.30921383
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,9.9,99.26,0,0,,0,0,5.60,4.90,359,1015.2,92.2,6.3,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",28,-0.4783516411,21.54756445,12.37139094,16.7112494
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.53,0,0,rain,0,0,10.40,8.60,6,1015.1,92.2,6.5,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",357,-0.9503363884,21.04442468,8.425262591,9.050587134
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.33,0.03,100,rain,0,0,10.20,8.10,360,1014.3,90.1,5.6,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",195,0.3869000381,28.67804247,6.697331902,31.58518127
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.53,0,0,rain,0,0,8.90,6.60,348,1014.2,92.2,7,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",175,0.3601800196,21.87267936,8.471078065,23.87053477
"Birmingham, England, United Kingdom",6/6/2022,9.9,9.2,9.9,99.62,0.02,100,rain,0,0,7.40,6.80,329,1014,92.2,9.7,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",340,-0.9000071265,24.29160773,4.583503283,15.65104163
"Birmingham, England, United Kingdom",6/6/2022,10,9.1,9.9,99.08,0,0,rain,0,0,7.70,7.60,307,1014,92.2,9.2,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",26,0.8390021599,27.1147701,10.86516143,33.25206079
"Birmingham, England, United Kingdom",6/6/2022,9.9,9.2,9.9,99.45,0,0,rain,0,0,10.90,7.00,313,1014.1,100,4.4,9,0,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",94,0.4415543812,22.86527921,9.631132176,25.77310109
"Birmingham, England, United Kingdom",6/6/2022,10,8.9,9.9,99.61,0,0,rain,0,0,12.30,8.70,324,1014.1,100,4.8,21,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",162,-0.08069824335,22.46083671,12.09159419,19.68315689
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,10,99.32,0,0,rain,0,0,13.90,11.70,333,1014.3,100,8.1,54,0.2,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",239,-0.8722200096,23.1319958,4.41511073,9.009060056
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,9.9,98.51,0,0,rain,0,0,14.10,10.20,344,1014.9,99.9,14.9,105,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",167,0.6247038204,22.27892283,0.3348709916,30.95300366
"Birmingham, England, United Kingdom",6/6/2022,11,11,10.3,95.43,0.01,100,rain,0,0,12.70,10.20,6,1015,96,14.3,134,0.5,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",355,0.2376137702,23.48996648,9.625985289,25.21192998
"Birmingham, England, United Kingdom",6/6/2022,12,12,9.9,87.25,0,0,,0,0,11.30,6.60,5,1015,92.2,15.6,171,0.6,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",349,-0.9999480821,28.56531838,7.555850273,17.50979474
"Birmingham, England, United Kingdom",6/6/2022,12.1,12.1,9.8,86.06,0,0,,0,0,10.20,6.10,4,1015.1,92.2,17.5,197,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",268,0.6704499692,22.53386842,8.048461271,27.24044303
"Birmingham, England, United Kingdom",6/6/2022,13.2,13.2,9.8,79.97,0,0,,0,0,8.20,4.20,325,1015.1,92.2,18.8,373,1.3,4,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",111,0.3172243595,23.04974059,12.303409,23.18601621
"Birmingham, England, United Kingdom",6/6/2022,13.9,13.9,9.9,76.95,0,0,,0,0,8.90,3.90,356,1015.1,92.1,15.3,332,1.2,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",71,-0.9351404708,28.17379207,11.85507957,20.07787071
"Birmingham, England, United Kingdom",6/6/2022,14,14,9.9,76.21,0,0,,0,0,9.10,5.90,297,1015,92.1,16.4,330,1.2,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",81,-0.6779755735,24.08633354,6.350963578,17.41917935
"Birmingham, England, United Kingdom",6/6/2022,14.1,14.1,10.4,78.41,0,0,,0,0,6.30,6.00,277,1014.9,92.1,15.2,116,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",68,0.8586755662,26.89350715,3.313022767,32.89595683
"Birmingham, England, United Kingdom",6/6/2022,14.4,14.4,10.8,78.65,0,0,,0,0,8.20,6.10,297,1014.8,92.1,14.2,197,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",3,-0.6214083129,28.27326636,13.7345797,20.53334522
"Birmingham, England, United Kingdom",6/6/2022,14.9,14.9,10.8,76.35,0,0,,0,0,5.80,5.20,10,1014.2,92.1,15.1,207,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",158,0.2318039625,25.66188088,13.3908052,24.9353473
"Birmingham, England, United Kingdom",6/6/2022,14.5,14.5,10.8,78.23,0,0,,0,0,7.30,5.50,26,1014.2,92.2,15.1,77,0.3,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",254,0.2954929143,21.15964176,1.895103702,23.09347063
"Birmingham, England, United Kingdom",6/6/2022,13.6,13.6,12,90.28,0,0,,0,0,6.00,5.70,46,1014.2,99.9,12.2,32,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",113,-0.9213045621,27.46926408,2.737019349,20.24066177
"Birmingham, England, United Kingdom",6/6/2022,13.1,13.1,12.5,95.81,0,0,,0,0,4.10,3.10,234,1014.2,100,12.4,5,0,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",91,0.4285858974,21.92825712,5.741151553,22.88676002
"Birmingham, England, United Kingdom",6/6/2022,12.6,12.6,12.1,96.94,0,0,,0,0,6.50,2.40,162,1014.8,92.1,6.6,223,0.8,0,10,Overcast,cloudy,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",185,0.9998962744,23.43976231,9.39684171,26.10644728
"Birmingham, England, United Kingdom",6/6/2022,12.6,12.6,12.3,97.94,0,0,,0,0,5.20,3.50,214,1014.2,92.1,8.2,223,0.8,0,10,Overcast,cloudy,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",131,-0.8859458895,21.25247926,11.76286347,15.25501267
"Birmingham, England, United Kingdom",6/7/2022,12.1,12.1,11.8,98.15,0,0,,0,0,5.70,4.30,302,1014,64.3,8.5,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",293,0.5337702834,29.90217539,1.979613217,32.61510669
"Birmingham, England, United Kingdom",6/7/2022,12,12,11.8,98.38,0,0,,0,0,4.00,2.60,316,1013.9,63.8,6.8,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",285,0.7639058926,27.43740919,0.657419705,30.1191691
"Birmingham, England, United Kingdom",6/7/2022,12,12,11.8,98.74,0,0,,0,0,3.40,2.00,220,1013.2,36.5,6.3,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,F4718,EGBB,03647099999,03535099999,03534099999,03544099999",247,-0.6841456315,24.02489403,4.322702237,21.34318126
"Birmingham, England, United Kingdom",6/7/2022,11,11,10.9,99.1,0,0,,0,0,0.80,0.10,356,1013.1,42,5.8,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",209,0.5952036675,23.94809502,11.45510477,22.30589886
"Birmingham, England, United Kingdom",6/7/2022,10.5,10.5,10.3,98.89,0,0,,0,0,0.70,2.60,278,1012.9,62.1,4.2,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",313,0.2012907089,21.87734836,14.27772943,20.3559333
"Birmingham, England, United Kingdom",6/7/2022,10.1,10.1,10,99.13,0,0,,0,0,4.80,3.40,318,1012.4,78.1,3.2,5,0,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",123,-0.7048688369,27.13560611,3.147314469,23.26632393
"Birmingham, England, United Kingdom",6/7/2022,11,11,10.9,99.57,0,0,,0,0,2.60,3.50,355,1013,68.5,5.4,44,0.2,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",259,0.289777789,24.72308425,7.824089244,24.64890088
"Birmingham, England, United Kingdom",6/7/2022,12.1,12.1,11.6,96.96,0.15,100,rain,0,0,5.60,7.10,23,1012.4,42.1,6.6,46,0.2,0,10,"Rain, Partially cloudy",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",180,-0.8205810566,29.68628862,7.462753752,21.15627864
"Birmingham, England, United Kingdom",6/7/2022,13.7,13.7,12,89.28,0,0,,0,0,5.60,5.70,40,1012.4,6.8,9.9,318,1.1,3,10,Clear,clear-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",191,-0.2417042386,23.53384447,13.27493467,19.71199662
"Birmingham, England, United Kingdom",6/7/2022,15.5,15.5,11.7,78.01,0,0,,0,0,7.10,4.80,260,1013,45.1,11.1,432,1.6,4,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",253,0.8659682127,26.48778031,14.47204684,29.73050586
"Birmingham, England, United Kingdom",6/7/2022,16.1,16.1,11.6,74.84,0,0,rain,0,0,11.60,6.80,144,1012.2,61.7,13.1,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",253,0.8659682127,25.10304819,10.8501978,31.85790733
"Birmingham, England, United Kingdom",6/7/2022,17.1,17.1,11.8,70.87,0,0,,0,0,14.40,7.40,40,1012,89.2,13.4,791,2.8,8,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",180,-0.8205810566,21.33086242,10.24024156,10.64734922
"Birmingham, England, United Kingdom",6/7/2022,18.3,18.3,10.6,60.78,0,0,,0,0,16.70,8.40,195,1011.8,65.5,14.8,851,3.1,9,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",214,-0.9429841606,21.59993201,0.05190927618,9.466688605
"Birmingham, England, United Kingdom",6/7/2022,19,19,10.5,57.59,0,0,,0,0,14.30,8.40,311,1011.1,69.5,16.5,425,1.5,4,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",240,-0.9722720382,26.40874216,14.01686999,12.06161311
"Birmingham, England, United Kingdom",6/7/2022,19.9,19.9,10.2,53.52,0,0,,0,0,14.20,6.20,258,1010.9,57.5,17.5,833,3,8,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",283,-0.5849993866,26.21772312,2.275618081,19.9750012
"Birmingham, England, United Kingdom",6/7/2022,20,20,10.9,55.9,0,0,,0,0,8.40,8.40,213,1010.7,91,17.4,503,1.8,5,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",250,-0.1462988001,20.8509147,13.5392412,17.41184644
"Birmingham, England, United Kingdom",6/7/2022,19,19,11.8,63,0,0,rain,0,0,12.60,7.80,336,1010,76,10.6,237,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",216,-0.4039987275,21.91221179,10.34897006,15.89008751
"Birmingham, England, United Kingdom",6/7/2022,19.5,19.5,11.9,61.67,0,0,rain,0,0,9.00,6.80,173,1009.7,91,18.1,264,1,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",217,0.3252042942,28.6096005,2.620871048,31.10258061
"Birmingham, England, United Kingdom",6/7/2022,19.1,19.1,12.4,65.06,0,0,,0,0,11.00,9.70,127,1008.9,91.5,15.9,114,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",342,-0.5034467144,25.68886069,5.609767016,18.36607071
"Birmingham, England, United Kingdom",6/7/2022,19,19,12.7,67.11,0,0,rain,0,0,13.20,10.60,279,1008.1,68.5,19,51,0.2,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",356,-0.4857344713,21.63141327,5.357065804,13.99815394
"Birmingham, England, United Kingdom",6/7/2022,17.6,17.6,13.2,75.37,0,0,rain,0,0,15.10,8.90,160,1007.9,36.6,19.3,54,0.2,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",275,-0.3132259099,23.97126772,14.86073229,17.54584476
"Birmingham, England, United Kingdom",6/7/2022,17.1,17.1,13.7,80.56,0,0,rain,0,0,9.60,8.50,151,1007.1,64.3,18.6,5,0,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",233,-0.2776575109,28.28016046,8.166795973,23.66865289
"Birmingham, England, United Kingdom",6/7/2022,17,17,13.8,81.46,0.17,100,rain,0,0,17.40,10.70,187,1007,92.1,18.6,1,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",80,-0.9969063678,23.17179892,8.690801733,6.530897313
"Birmingham, England, United Kingdom",6/7/2022,15.9,15.9,13.1,83.36,0,0,,0,0,29.20,11.20,174,1006.9,32.2,9.7,0,,0,10,Partially cloudy,partly-cloudy-night,"03414099999,EGBB,EGOS,EGNX",357,-0.9503363884,23.96950957,7.526554153,4.713768717
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,13,88.1,0,0,rain,0,0,29.90,11.40,177,1005.9,28.4,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",357,-0.9503363884,25.49312908,9.091409542,5.527297399
"Birmingham, England, United Kingdom",6/8/2022,15,15,13,88.04,0.1,100,rain,0,0,28.10,10.40,183.7,1004.9,100,9.8,0,,0,10,"Rain, Overcast",rain,"EGBB,EGOS,EGNX",99,0.136210986,25.61395109,10.26974196,26.29884489
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.1,100,rain,0,0,25.90,14.50,159,1003.9,88.4,8.1,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",322,-0.2359003928,21.43021693,6.863737412,15.3977186
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.9,100,rain,0,0,24.80,11.60,160,1003,89,8.2,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",86,0.1504654149,21.16656489,0.7154768306,23.80733123
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.5,100,rain,0,0,25.90,13.10,180.3,1002,88.4,10,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",157,-0.4909501018,24.53497875,14.58639723,12.32259507
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.1,100,rain,0,0,28.80,11.20,171,1002,88.4,8,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",244,0.9965663655,22.69230248,7.754140712,40.34403417
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,14.8,99.25,0,0,rain,0,0,28.10,9.90,227,1002,88.4,10,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",172,-0.9547203178,29.27605431,11.95402232,10.32818211
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,13.8,93.52,0,0,rain,0,0,34.60,13.30,244.4,1002,53.5,10,121,0.4,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",186,0.7433654838,26.29187932,14.31346286,40.53719515
"Birmingham, England, United Kingdom",6/8/2022,15.8,15.8,13,83,0,0,rain,0,0,37.10,16.20,257,1002,51.8,10,176,0.6,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",190,-0.8367021677,21.70517406,5.401674697,-0.9192084127
"Birmingham, England, United Kingdom",6/8/2022,16.8,16.8,12,73.1,0,0,rain,0,0,42.50,18.50,259,1002.9,88,9.8,292,1.1,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",258,-0.4377701925,25.06615571,14.92779182,9.50522604
"Birmingham, England, United Kingdom",6/8/2022,16.8,16.8,11.9,72.71,0,0,rain,0,0,43.90,17.10,251.1,1002.9,53.1,10,262,0.9,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",190,-0.8367021677,23.96767857,10.378088,-1.805492212
